监测时间,水温,pH,高锰酸盐指数,氨氮,总磷,总氮,溶解氧
2022-03-26 12:00:00,12.51,8.453,7.45,0.399,0.161,6.776,8.676
2022-03-26 16:00:00,13.24,8.691,6.87,0.079,0.115,6.564,11.574
2022-03-26 20:00:00,12.84,8.666,6.84,0.057,0.124,6.253,10.827
2022-03-27 00:00:00,12.35,8.619,6.23,0.315,0.136,6.804,10.164
2022-03-27 04:00:00,12.18,8.367,9.28,1.567,0.214,7.239,7.865
2022-03-27 08:00:00,11.9,8.475,6.95,0.641,0.158,6.765,9.094
2022-03-27 12:00:00,12.58,8.547,7.9,0.237,0.153,6.17,9.88
2022-03-27 16:00:00,13.47,8.625,7.93,0.115,0.149,5.795,10.83
2022-03-27 20:00:00,12.83,8.582,8.19,0.176,0.147,5.769,9.94
2022-03-28 00:00:00,12.61,8.562,8.57,0.137,0.14,5.47,9.486
2022-03-28 04:00:00,12.56,8.543,8.92,0.129,0.139,5.747,9.033
2022-03-28 08:00:00,12.43,8.465,9.99,0.159,0.149,7.901,7.887
2022-03-28 12:00:00,13.34,8.577,7.71,0.08,0.137,6.407,9.553
2022-03-28 16:00:00,14.24,8.656,8.45,0.04,0.13,6.464,10.782
2022-03-28 20:00:00,13.6,8.657,7.61,0.058,0.128,6.034,10.675
2022-03-29 00:00:00,13.44,8.68,6.33,0.028,0.115,6.296,10.489
2022-03-29 04:00:00,13.47,8.579,6.94,0.025,0.0545,6.139,9.472
2022-03-29 08:00:00,13.6,8.546,7.44,0.109,0.132,6.26,8.8
2022-03-29 12:00:00,14.11,8.527,10.55,0.138,0.165,7.633,9.025
2022-03-29 16:00:00,14.56,8.521,10.58,0.082,0.154,7.271,9.59
2022-03-29 20:00:00,14.23,8.561,7.59,0.051,0.125,5.771,9.975
2022-03-30 00:00:00,13.89,8.537,7.78,0.08,0.132,5.888,9.097
2022-03-30 04:00:00,13.84,8.575,6.59,0.09,0.103,6.307,9.004
2022-03-30 08:00:00,13.72,8.56,6.09,0.03,0.102,6.081,8.686
2022-03-30 12:00:00,14.25,8.532,7.84,0.056,0.13,5.866,8.62
2022-03-30 16:00:00,14.37,8.602,7.94,0.039,0.127,5.985,9.595
2022-03-30 20:00:00,13.86,8.677,6.81,0.028,0.104,5.853,10.859
2022-03-31 00:00:00,13.6,8.64,6.38,0.025,0.097,5.945,10.575
2022-03-31 04:00:00,13.73,8.605,5.69,0.025,0.088,6.221,9.998
2022-03-31 08:00:00,13.61,8.565,6.32,0.079,0.101,6.071,9.321
2022-03-31 12:00:00,14.38,8.556,8.2,0.096,0.13,5.428,9.785
2022-03-31 16:00:00,15.13,8.658,8.13,0.051,0.117,5.514,11.372
2022-03-31 20:00:00,14.39,8.634,7.23,0.056,0.108,5.55,10.824
2022-04-01 00:00:00,13.73,8.588,7.15,0.076,0.112,5.475,10.1
2022-04-01 04:00:00,13.47,8.571,7.29,0.025,0.103,5.686,10.36
2022-04-01 08:00:00,13.72,8.492,7.42,0.025,0.107,5.809,10.25
2022-04-01 12:00:00,14.94,8.632,7.51,0.084,0.108,5.973,11.504
2022-04-01 20:00:00,15.63,8.644,7.36,0.025,0.115,5.17,10.366
2022-04-02 00:00:00,14.62,8.679,7.31,0.102,0.169,5.832,11.154
2022-04-02 04:00:00,14.48,8.609,6.48,0.025,0.144,5.34,9.999
2022-04-02 08:00:00,13.98,8.546,6.59,0.025,0.106,5.988,10.332
2022-04-02 12:00:00,15.33,8.758,7.19,0.025,0.101,5.675,13.806
2022-04-02 16:00:00,16.63,8.771,8.36,0.025,0.115,5.844,16.187
2022-04-02 20:00:00,15.25,8.338,8.42,0.025,0.125,5.932,14.481
2022-04-03 00:00:00,14.11,8.267,7.94,0.025,0.138,5.837,10.828
2022-04-03 04:00:00,14.23,8.167,7.26,0.025,0.123,5.714,10.812
2022-04-03 08:00:00,14.49,8.162,6.66,0.025,0.11,5.781,10.097
2022-04-03 12:00:00,15.63,8.329,6.93,0.025,0.113,5.747,12.335
2022-04-03 16:00:00,16.14,8.461,6.74,0.025,0.108,5.285,15.264
2022-04-03 20:00:00,15.76,8.389,7.45,0.025,0.11,5.98,13.758
2022-04-04 00:00:00,15.08,8.304,7.15,0.025,0.108,6.007,11.448
2022-04-04 04:00:00,14.88,8.213,7.5,0.026,0.111,6.105,10.302
2022-04-04 08:00:00,15.13,8.158,7.14,0.027,0.106,6.278,10.248
2022-04-04 12:00:00,16.61,8.358,7.83,0.033,0.1,6.374,13.346
2022-04-04 16:00:00,17.37,8.434,7.96,0.025,0.102,6.254,13.705
2022-04-04 20:00:00,16.51,8.347,7.92,0.028,0.093,5.984,12.062
2022-04-05 00:00:00,16.13,8.245,7.16,0.027,0.094,5.703,10.737
2022-04-05 04:00:00,15.88,8.151,7.23,0.03,0.094,6.156,10.278
2022-04-05 08:00:00,16.02,8.146,6.9,0.073,0.083,6.712,9.85
2022-04-05 12:00:00,17.62,8.359,7.52,0.025,0.092,6.494,13.098
2022-04-05 16:00:00,18.73,8.445,8.07,0.025,0.092,6.022,15.577
2022-04-05 20:00:00,17.43,8.358,7.09,0.032,0.09,6.333,13.065
2022-04-06 00:00:00,16.58,8.243,7.19,0.122,0.095,6.91,10.688
2022-04-06 04:00:00,16.38,8.14,7.4,0.164,0.105,7.069,9.467
2022-04-06 08:00:00,16.12,8.123,7.63,0.03,0.114,6.485,8.901
2022-04-06 12:00:00,17.62,8.214,8.44,0.025,0.123,5.96,9.634
2022-04-06 16:00:00,18.74,8.291,8.73,0.155,0.132,6.815,11.224
2022-04-06 20:00:00,17.63,8.29,7.94,0.212,0.138,6.979,9.91
2022-04-07 00:00:00,16.88,8.256,7.94,0.212,0.138,6.979,9.076
2022-04-07 04:00:00,16.78,8.216,7.48,0.027,0.111,5.832,9.047
2022-04-07 08:00:00,16.88,8.18,7.21,0.025,0.106,6.041,8.858
2022-04-07 12:00:00,18.62,8.241,6.42,0.025,0.106,5.572,9.815
2022-04-07 16:00:00,19.36,8.35,5.72,0.028,0.087,5.632,11.017
2022-04-07 20:00:00,18.12,8.247,5.52,0.078,0.087,5.656,9.099
2022-04-08 00:00:00,17.62,8.282,5.52,0.078,0.087,5.656,9.386
2022-04-08 04:00:00,17.26,8.179,7.39,0.029,0.104,5.569,9.217
2022-04-08 08:00:00,17.27,8.119,7.55,0.027,0.107,5.714,8.829
2022-04-08 12:00:00,18.98,8.292,7.87,0.025,0.11,5.639,10.972
2022-04-08 16:00:00,20.08,8.416,8.2,0.025,0.112,5.801,12.565
2022-04-08 20:00:00,19.23,8.353,7.77,0.025,0.111,5.686,11.019
2022-04-09 00:00:00,18.61,8.233,7.98,0.031,0.116,6.321,9.26
2022-04-09 04:00:00,18.74,8.125,7.61,0.03,0.116,6.778,8.368
2022-04-09 08:00:00,18.48,8.094,7.49,0.034,0.113,6.218,8.021
2022-04-09 12:00:00,20.1,8.239,7.8,0.031,0.115,5.832,9.345
2022-04-09 16:00:00,21.05,8.346,7.79,0.039,0.111,5.543,10.765
2022-04-09 20:00:00,19.85,8.309,7.21,0.028,0.101,5.758,9.736
2022-04-10 00:00:00,19.1,8.226,7.21,0.028,0.101,5.758,8.717
2022-04-10 04:00:00,18.72,8.133,6.41,0.029,0.101,5.621,8.142
2022-04-10 08:00:00,18.74,8.098,6.14,0.035,0.092,5.596,8.127
2022-04-10 12:00:00,20.71,8.262,6.16,0.03,0.096,5.71,10.602
2022-04-10 16:00:00,21.66,8.386,6.99,0.028,0.097,5.683,12.633
2022-04-10 20:00:00,20.33,8.312,6.67,0.03,0.098,5.593,10.594
2022-04-11 00:00:00,19.57,8.207,6.67,0.03,0.098,5.593,8.711
2022-04-11 04:00:00,19.47,8.11,6.22,0.047,0.106,5.549,7.761
2022-04-11 08:00:00,19.61,8.067,6.04,0.053,0.101,5.8,7.53
2022-04-11 12:00:00,21.18,8.222,6.21,0.035,0.103,5.992,9.831
2022-04-11 16:00:00,21.66,8.287,6.46,0.04,0.104,5.864,10.129
2022-04-11 20:00:00,20.08,8.222,6.17,0.033,0.11,5.263,8.317
2022-04-12 00:00:00,19.23,8.133,6.17,0.033,0.11,5.263,7.149
2022-04-12 04:00:00,19.22,8.116,6.04,0.066,0.105,5.125,6.996
2022-04-12 08:00:00,19.11,8.105,5.81,0.051,0.102,5.3,7.184
2022-04-12 12:00:00,19.84,8.227,6.33,0.103,0.111,5.285,9.074
2022-04-12 16:00:00,19.72,8.306,6.35,0.118,0.108,5.613,10.285
2022-04-12 20:00:00,18.98,8.261,5.94,0.172,0.108,5.847,8.983
2022-04-13 00:00:00,18.61,8.186,5.94,0.172,0.108,5.847,7.66
2022-04-13 04:00:00,18.14,8.121,6.38,0.224,0.13,5.309,6.919
2022-04-13 08:00:00,18.12,8.147,6.25,0.082,0.117,5.109,7.011
2022-04-13 12:00:00,19.36,8.175,6.17,0.062,0.12,5.13,8.196
2022-04-13 16:00:00,20.09,8.223,6.18,0.078,0.119,4.915,9.161
2022-04-13 20:00:00,19.12,8.12,6.59,0.464,0.142,5.585,7.714
2022-04-14 00:00:00,18.87,8.036,6.59,0.464,0.142,5.585,6.577
2022-04-14 04:00:00,18.74,8.118,5.89,0.143,0.123,5.106,6.789
2022-04-14 08:00:00,18,8.142,4.76513,0.135,0.113,5.163,6.802
2022-04-14 12:00:00,18,8.155,4.46973,0.286,0.121,5.486,7.597
2022-04-14 16:00:00,17.75,8.181,4.46973,0.274,0.12,5.6,8.065
2022-04-14 20:00:00,17.45,8.186,4.61398,0.118,0.122,5.735,7.931
2022-04-15 00:00:00,17.25,8.193,4.32446,0.118,0.122,5.735,7.647
2022-04-15 04:00:00,16.76,8.199,4.31477,0.062,0.126,5.004,7.549
2022-04-15 08:00:00,16.57,8.169,4.96368,0.07,0.124,5.136,7.456
2022-04-15 12:00:00,17.09,8.176,6.577295,0.026,0.127,5.013,8.037
2022-04-15 16:00:00,17.28,8.267,4.76998,0.026,0.121,5.204,9.393
2022-04-15 20:00:00,16.64,8.279,8.25554,0.058,0.117,5.655,9.07
2022-04-16 00:00:00,16.14,8.192,3.835295,0.058,0.117,5.655,7.765
2022-04-16 04:00:00,15.76,8.15,3.822035,0.374,0.129,5.865,7.58
2022-04-16 08:00:00,15.63,8.186,4.8862,0.173,0.118,5.511,7.758
2022-04-16 12:00:00,16.38,8.238,23.43485,0.224,0.122,5.658,8.61
2022-04-16 16:00:00,16.92,8.295,5.88378,0.146,0.113,5.278,9.679
2022-04-16 20:00:00,16.25,8.312,4.62954,0.176,0.111,5.407,9.351
2022-04-17 00:00:00,15.51,8.262,5.9355,0.176,0.111,5.407,8.701
2022-04-17 08:00:00,15.25,8.247,24.481205,0.077,0.098,5.322,8.352
2022-04-17 12:00:00,16.39,8.272,2.52218,0.078,0.095,5.565,9.26
2022-04-17 16:00:00,16.88,8.325,5.820415,0.07,0.089,5.189,9.904
2022-04-17 20:00:00,16.13,8.351,8.02112,0.053,0.089,5.473,9.635
2022-04-18 00:00:00,15.63,8.33,3.525665,0.053,0.089,5.473,9.034
2022-04-18 04:00:00,15.1,8.315,4.11622,0.068,0.093,5.687,8.637
2022-04-18 08:00:00,15.13,8.291,4.99274,0.113,0.09,5.819,8.523
2022-04-18 12:00:00,16.39,8.299,24.104955,0.35,0.092,6.162,9.313
2022-04-18 16:00:00,17.15,8.327,4.62427,0.357,0.093,6.562,10.158
2022-04-18 20:00:00,16.35,8.327,4.868825,0.224,0.097,6.145,9.427
2022-04-19 00:00:00,15.63,8.327,4.14528,0.224,0.097,6.145,8.894
2022-04-19 04:00:00,15.36,8.325,5.766325,0.038,0.102,5.821,8.556
2022-04-19 08:00:00,15.63,8.32,4.74576,0.034,0.098,5.834,8.623
2022-04-19 12:00:00,17.02,8.039,3.905735,0.028,0.115,5.206,11.1
2022-04-19 16:00:00,18.73,8.205,7.04,0.025,0.119,5.01,12.437
2022-04-19 20:00:00,17.5,8.142,7.08,0.025,0.12,4.845,11.254
2022-04-20 00:00:00,16.89,8.037,7.08,0.025,0.12,4.845,9.658
2022-04-20 04:00:00,16.38,7.962,6.51,0.094,0.116,5.393,8.718
2022-04-20 08:00:00,16.52,7.967,6.64,0.029,0.11,5.36,9.005
2022-04-20 12:00:00,18.49,8.115,7.37,0.079,0.117,5.645,11.165
2022-04-20 16:00:00,19.22,8.201,7.81,0.079,0.122,5.607,13.113
2022-04-20 20:00:00,18.12,8.126,7.84,0.025,0.119,5.287,11.954
2022-04-21 20:00:00,19.11,7.903,7.41,0.031,0.114,4.838,11.453
2022-04-22 00:00:00,18.62,7.954,7.21,0.025,0.117,4.713,9.29
2022-04-22 04:00:00,18.53,7.874,7.48,0.028,0.117,4.783,8.364
2022-04-22 08:00:00,18.51,7.852,7.13,0.026,0.116,4.805,8.195
2022-04-22 12:00:00,18.61,7.96,7.53,0.031,0.13,4.735,9.324
2022-04-22 16:00:00,18.86,8.089,7.87,0.025,0.128,5.149,11.073
2022-04-22 20:00:00,18.15,8.058,7.83,0.025,0.129,4.668,10.108
2022-04-23 00:00:00,17.39,7.976,7.05,0.035,0.122,4.618,8.658
2022-04-23 04:00:00,16.88,7.941,6.96,0.038,0.12,4.539,7.951
2022-04-23 08:00:00,16.91,7.962,6.73,0.037,0.114,4.606,8.376
2022-04-23 12:00:00,19.01,8.073,6.83,0.032,0.118,4.725,10.422
2022-04-23 16:00:00,20.46,8.025,6.56,0.098,0.112,4.722,10.205
2022-04-23 20:00:00,18.98,7.984,6.76,0.097,0.113,4.684,9.115
2022-04-24 00:00:00,18.24,7.958,6.76,0.097,0.113,4.684,8.306
2022-04-24 04:00:00,18.12,7.892,6.76,0.077,0.116,4.933,7.524
2022-04-24 08:00:00,18.73,7.898,6.39,0.056,0.107,4.974,7.629
2022-04-24 12:00:00,19.84,7.947,6.34,0.084,0.114,4.926,8.484
2022-04-24 16:00:00,19.72,8.018,7.36,0.065,0.113,5.213,9.488
2022-04-24 20:00:00,18.98,7.942,7.18,0.111,0.113,5.368,8.22
2022-04-25 00:00:00,18.98,7.88,7.18,0.111,0.113,5.368,7.574
2022-04-25 04:00:00,18.86,7.894,6.73,0.05,0.108,5.013,7.377
2022-04-25 08:00:00,18.75,7.902,6.49,0.05,0.106,5.189,7.367
2022-04-25 12:00:00,20.49,7.977,6.09,0.049,0.101,5.162,8.997
2022-04-25 16:00:00,21.8,8.059,6.37,0.04,0.099,4.901,10.363
2022-04-25 20:00:00,20.69,8,6.48,0.071,0.092,4.68,8.752
2022-04-26 00:00:00,19.85,7.966,6.08,0.071,0.092,4.887,7.845
2022-04-26 04:00:00,19.12,7.889,5.73,0.087,0.093,5.101,7.032
2022-04-26 08:00:00,19.6,7.915,5.61,0.06,0.086,4.918,7.571
2022-04-26 12:00:00,22.03,8.092,6.3,0.027,0.084,5.381,11.26
2022-04-26 16:00:00,23.06,8.212,6.72,0.032,0.082,5.111,13.638
2022-04-26 20:00:00,21.32,8.1,6.81,0.032,0.087,5.415,10.504
2022-04-27 00:00:00,20.45,7.956,6.22,0.074,0.085,5.006,7.934
2022-04-27 04:00:00,20.2,7.88,6.23,0.066,0.088,5.047,7.216
2022-04-27 08:00:00,20.76,7.894,5.85,0.045,0.075,5.086,8.128
2022-04-27 12:00:00,22.39,8.169,6.52,0.034,0.079,4.832,12.371
2022-04-27 16:00:00,22.87,8.237,6.49,0.031,0.075,5.195,14.883
2022-04-27 20:00:00,20.94,8.081,6.06,0.079,0.079,5.077,9.681
2022-04-28 00:00:00,19.72,7.974,6.06,0.079,0.079,5.077,7.688
2022-04-28 04:00:00,19.47,7.854,6.04,0.157,0.086,5.108,7.842
2022-04-28 08:00:00,19.45,7.836,5.99,0.086,0.081,4.855,6.799
2022-04-28 12:00:00,20.21,7.9,6.32,0.135,0.085,5.123,7.814
2022-04-28 16:00:00,19.77,7.945,7.08,0.171,0.088,4.861,8.246
2022-04-28 20:00:00,18.86,7.931,7.48,0.137,0.096,4.533,7.844
2022-04-29 00:00:00,18.38,7.836,7.48,0.137,0.096,4.533,7.042
2022-04-29 04:00:00,18.37,7.652,7.8,0.848,0.115,6.187,5.586
2022-04-29 08:00:00,18.24,7.711,7.43,0.629,0.097,6.52,6.158
2022-04-29 12:00:00,19.52,7.833,7.71,0.507,0.096,5.896,7.784
2022-04-29 16:00:00,19.6,7.958,7.94,0.286,0.093,5.545,9.004
2022-04-29 20:00:00,18.9,7.917,8.29,0.473,0.101,5.92,8.161
2022-04-30 00:00:00,18.62,7.633,8.29,0.473,0.101,5.92,5.439
2022-04-30 04:00:00,18.63,7.677,8.58,1.226,0.123,6.8,5.96
2022-04-30 08:00:00,18.73,7.727,7.92,0.426,0.114,5.319,6.142
2022-04-30 12:00:00,18.48,7.843,7.64,0.204,0.098,5.405,7.518
2022-04-30 16:00:00,19.33,7.999,7.57,0.14,0.094,5.21,9.23
2022-04-30 20:00:00,18.25,8.016,7.76,0.13,0.094,5.066,8.897
2022-05-01 00:00:00,17.38,7.943,7.75,0.186,0.096,5.137,7.944
2022-05-01 04:00:00,16.66,7.882,7.49,0.287,0.098,5.887,7.231
2022-05-01 08:00:00,16.89,7.925,7.23,0.21,0.089,5.543,7.987
2022-05-01 12:00:00,19.59,8.163,7.66,0.097,0.082,5.133,11.353
2022-05-01 16:00:00,21.31,8.324,7.73,0.064,0.074,4.837,15.47
2022-05-01 20:00:00,19.71,8.144,7.15,0.054,0.071,5.111,12.985
2022-05-02 00:00:00,18.24,8.051,6.93,0.069,0.077,5.002,9.499
2022-05-02 04:00:00,17.16,8.014,7.36,0.074,0.089,5.141,8.502
2022-05-02 08:00:00,17.87,7.918,7.83,0.075,0.086,5.506,8.771
2022-05-02 12:00:00,20.34,8.072,7.93,0.076,0.079,5.2,11.081
2022-05-02 16:00:00,21.9,8.122,10.14,0.086,0.079,6.537,11.215
2022-05-02 20:00:00,20.08,8.159,8.6,0.073,0.125,5.066,11.15
2022-05-03 00:00:00,18.61,8.063,7.83,0.093,0.122,5.368,8.962
2022-05-03 04:00:00,17.37,7.978,7.72,0.132,0.115,5.488,7.929
2022-05-03 08:00:00,17.63,7.985,7.79,0.111,0.114,5.417,8.202
2022-05-03 12:00:00,20.57,8.276,8.97,0.036,0.109,5.507,12.523
2022-05-03 16:00:00,22.15,8.37,9.44,0.033,0.097,5.145,17.189
2022-05-03 20:00:00,20.97,8.152,9.12,0.025,0.091,5.291,15.879
2022-05-04 00:00:00,19.73,7.978,8.77,0.031,0.099,5.117,11.116
2022-05-04 04:00:00,18.37,7.955,8.61,0.098,0.118,5.434,8.064
2022-05-04 08:00:00,18.85,7.9,8.74,0.051,0.119,5.462,8.061
2022-05-04 12:00:00,21.65,8.049,9.56,0.042,0.131,5.53,10.02
2022-05-04 16:00:00,22.75,8.172,9.52,0.049,0.118,4.689,11.655
2022-05-04 20:00:00,20.82,8.08,9.37,0.083,0.133,4.774,9.73
2022-05-05 00:00:00,19.36,7.989,8.6,0.054,0.126,4.699,8.224
2022-05-05 04:00:00,19.23,7.905,8.31,0.059,0.12,4.637,7.508
2022-05-05 08:00:00,20.32,7.896,7.77,0.062,0.107,5.243,7.43
2022-05-05 12:00:00,22.74,8.051,8.43,0.068,0.106,5.176,8.82
2022-05-05 16:00:00,23.51,8.158,9.06,0.096,0.12,5.743,10.048
2022-05-05 20:00:00,21.54,8.108,8.79,0.092,0.116,5.783,8.97
2022-05-06 00:00:00,20.45,7.999,8.35,0.122,0.112,5.555,7.443
2022-05-06 04:00:00,20.45,7.913,7.81,0.082,0.1,5.584,6.605
2022-05-06 08:00:00,21.19,7.911,7.71,0.057,0.093,5.491,7.017
2022-05-06 12:00:00,23.35,8.083,8.06,0.066,0.09,5.179,9.582
2022-05-06 16:00:00,24.21,8.163,8.47,0.083,0.099,5.368,9.767
2022-05-06 20:00:00,22.38,8.101,8.26,0.088,0.102,5.37,8.489
2022-05-07 00:00:00,21.44,7.982,8.23,0.103,0.105,5.407,7.364
2022-05-07 04:00:00,21.17,7.911,8.07,0.107,0.101,5.617,6.497
2022-05-07 08:00:00,21.42,7.879,7.38,0.087,0.088,5.198,6.44
2022-05-07 12:00:00,22.53,8.047,7.61,0.074,0.083,6.248,8.476
2022-05-07 16:00:00,22.85,8.14,8.56,0.255,0.093,6.122,9.277
2022-05-07 20:00:00,21.54,8.043,8.49,0.52,0.094,7.225,8.133
2022-05-08 00:00:00,20.57,7.903,8.49,0.52,0.094,7.225,6.366
2022-05-08 04:00:00,20.08,7.826,8,0.437,0.102,6.994,6.334
2022-05-08 08:00:00,20.33,7.825,7.78,0.13,0.087,6.348,6.271
2022-05-08 12:00:00,19.84,7.927,7.61,0.065,0.091,5.481,7.405
2022-05-08 16:00:00,19.96,8.027,7.8,0.075,0.088,5.282,7.935
2022-05-08 20:00:00,19.24,7.934,7.44,0.17,0.092,5.738,7.179
2022-05-09 00:00:00,18.44,7.898,7.44,0.17,0.092,5.738,7.039
2022-05-09 04:00:00,18.13,7.882,7.48,0.199,0.097,6.051,6.926
2022-05-09 08:00:00,18,7.865,7.33,0.196,0.095,5.386,7.226
2022-05-09 12:00:00,18.62,7.848,7.22,0.189,0.096,5.503,7.002
2022-05-09 16:00:00,19.34,7.861,6.98,0.217,0.096,5.431,7.373
2022-05-10 00:00:00,17.75,7.804,6.98,0.217,0.096,5.431,6.683
2022-05-10 04:00:00,17.5,7.683,7.28,1.007,0.13,6.645,5.685
2022-05-10 08:00:00,17.88,7.716,6.93,0.503,0.112,5.625,6.028
2022-05-10 12:00:00,18.99,7.783,7.12,0.273,0.11,4.953,6.918
2022-05-10 16:00:00,19.96,7.852,6.91,0.197,0.099,4.661,7.385
2022-05-10 20:00:00,18.98,7.795,7.65,0.606,0.114,5.341,6.477
2022-05-11 00:00:00,18.87,7.658,7.65,0.606,0.114,5.341,6.02
2022-05-11 04:00:00,18.86,7.672,7.9,0.988,0.134,6.156,5.681
2022-05-11 08:00:00,18.87,7.685,7.95,0.66,0.126,5.811,5.676
2022-05-11 12:00:00,19.84,7.791,8.66,0.257,0.152,4.634,6.918
2022-05-11 16:00:00,19.87,7.869,9.8,0.101,0.169,4.133,7.356
2022-05-11 20:00:00,19.22,7.754,15.21,0.147,0.303,6.383,5.469
2022-05-12 00:00:00,18.74,7.766,15.21,0.147,0.303,6.383,5.588
2022-05-12 04:00:00,18.74,7.776,13.29,0.194,0.23,6.662,5.779
2022-05-12 08:00:00,18.41,7.8,12.85,0.339,0.233,6.757,5.969
2022-05-12 12:00:00,18.37,7.844,12.49,0.206,0.213,6.745,6.387
2022-05-12 16:00:00,18.1,7.859,12.63,0.217,0.217,6.813,6.459
2022-05-12 20:00:00,17.58,7.85,12.36,0.272,0.208,6.965,6.42
2022-05-13 00:00:00,17.14,7.842,12.36,0.272,0.208,6.965,6.424
2022-05-13 04:00:00,17,7.821,12.59,0.294,0.209,6.969,6.39
2022-05-13 08:00:00,17.06,7.848,11.05,0.292,0.186,7.086,6.74
2022-05-13 12:00:00,18.49,7.842,10.54,0.452,0.177,7.2,6.709
2022-05-13 16:00:00,18.98,7.82,10.38,0.955,0.173,7.867,6.589
2022-05-13 20:00:00,18.13,7.82,10.02,1.389,0.163,6.037,6.635
2022-05-14 00:00:00,18.11,7.818,9.31,1.429,0.154,6.229,6.39
2022-05-14 04:00:00,18.13,7.795,5.9705,1.184,0.102,6.383,6.165
2022-05-14 12:00:00,18.61,7.796,9.22,1.083,0.162,5.632,6.307
2022-05-14 16:00:00,19.36,7.788,9.93,1.057,0.188,5.537,6.202
2022-05-14 20:00:00,18.14,7.811,10.05,0.772,0.184,5.451,6.145
2022-05-15 00:00:00,17.41,7.845,9.85,0.823,0.174,5.419,6.293
2022-05-15 04:00:00,16.94,7.814,12.37,0.622,0.235,7.323,6.1
2022-05-15 08:00:00,17.09,7.877,10.93,0.261,0.203,6.638,6.662
2022-05-15 12:00:00,18.32,7.926,11.11,0.149,0.195,6.51,7.119
2022-05-15 16:00:00,19.13,7.941,9.98,0.345,0.175,6.725,7.047
2022-05-15 20:00:00,18.38,7.883,9.72,0.436,0.165,5.323,6.512
2022-05-16 00:00:00,18.13,7.851,10.29,0.517,0.173,5.936,6.144
2022-05-16 04:00:00,17.5,7.878,9.8,0.258,0.161,6.08,6.471
2022-05-16 08:00:00,17.88,7.919,9.86,0.175,0.165,5.919,6.632
2022-05-16 12:00:00,19.71,7.947,9.99,0.294,0.159,6.532,6.764
2022-05-16 16:00:00,19.35,7.773,9.63,0.331,0.161,6.505,8.27
2022-05-16 20:00:00,19.59,7.943,9.26,0.491,0.159,6.461,7.401
2022-05-17 00:00:00,18.76,7.965,9.02,0.585,0.167,6.789,7.098
2022-05-17 04:00:00,18.03,7.986,9.49,0.614,0.183,7.023,6.814
2022-05-17 08:00:00,18.37,7.96,10,0.484,0.176,7.134,6.712
2022-05-17 12:00:00,20.43,7.952,11.9,0.217,0.207,7.981,7.145
2022-05-17 16:00:00,21.66,8.143,10.14,0.061,0.164,5.98,9.574
2022-05-17 20:00:00,20.45,8.219,10.05,0.025,0.16,6.606,9.525
2022-05-18 00:00:00,19.48,8.143,9.62,0.03,0.176,6.323,8.593
2022-05-18 04:00:00,18.98,8.072,10.74,0.063,0.186,5.794,6.736
2022-05-18 08:00:00,19.1,8.074,9.19,0.025,0.157,6.087,7.625
2022-05-18 12:00:00,20.81,8.107,9.75,0.025,0.168,5.92,8.608
2022-05-18 16:00:00,21.9,8.159,9.06,0.025,0.159,6.186,10.212
2022-05-18 20:00:00,20.82,8.165,9.02,0.025,0.156,6.692,9.227
2022-05-19 00:00:00,20.45,8.094,9.11,0.025,0.156,6.971,8.227
2022-05-19 04:00:00,19.95,8.042,9.16,0.031,0.164,6.708,7.068
2022-05-19 08:00:00,19.96,8.055,8.88,0.038,0.158,6.984,7.006
2022-05-19 12:00:00,21.66,8.109,8.97,0.051,0.163,7.084,8.369
2022-05-19 16:00:00,22.87,8.192,9.18,0.066,0.156,7.356,9.61
2022-05-19 20:00:00,21.76,8.204,8.58,0.07,0.15,7.579,8.911
2022-05-20 00:00:00,21.18,8.125,8.74,0.047,0.16,7.489,7.479
2022-05-20 04:00:00,20.81,7.993,8.63,0.038,0.162,6.918,6.826
2022-05-20 08:00:00,20.83,7.985,8.26,0.037,0.162,6.519,6.789
2022-05-20 12:00:00,22.54,8.065,8.59,0.033,0.171,6.208,8.324
2022-05-20 16:00:00,22.99,8.132,8.81,0.036,0.162,6.219,9.631
2022-05-20 20:00:00,22.27,8.159,8.8,0.041,0.162,6.22,9.357
2022-05-21 00:00:00,21.83,8.05,8.63,0.042,0.152,6.32,7.872
2022-05-21 04:00:00,21.42,7.95,8.43,0.04,0.147,6.154,6.798
2022-05-21 08:00:00,21.54,7.973,8.26,0.041,0.148,6.104,6.642
2022-05-21 12:00:00,23.24,8.082,8.31,0.04,0.155,5.975,8.218
2022-05-21 16:00:00,24.56,8.153,8.54,0.044,0.153,5.988,9.632
2022-05-21 20:00:00,22.98,8.157,8.25,0.035,0.149,5.853,8.684
2022-05-22 00:00:00,22.51,8.097,8.12,0.025,0.144,5.821,7.55
2022-05-22 04:00:00,22.63,8.009,8.14,0.048,0.146,5.853,6.531
2022-05-22 08:00:00,22.58,7.985,8.19,0.062,0.143,5.976,6.125
2022-05-22 12:00:00,24.2,8.15,8.4,0.033,0.148,5.43,9.284
2022-05-22 16:00:00,24.68,8.251,8.61,0.037,0.14,5.115,10.832
2022-05-22 20:00:00,23.67,8.186,8.53,0.025,0.143,5.186,10.514
2022-05-23 00:00:00,22.92,8.05,8.52,0.025,0.14,5.062,8.411
2022-05-23 04:00:00,22.26,7.942,8.54,0.025,0.144,5.188,7.297
2022-05-23 08:00:00,22.68,7.933,8.66,0.036,0.144,4.859,7.157
2022-05-23 12:00:00,24.56,8.179,9.26,0.031,0.144,4.701,10.663
